"gene.sets";"genes";"Level";"Term"
"GO:0016712";"YALI1_B08321g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_B18311g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_A21175g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_A15544g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_E27649g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_F02132g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_C14106g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_C17031g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_B02833g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_B27057g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_E30815g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016712";"YALI1_B18347g";"molecular_function";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"GO:0016717";"YALI1_E25189g";"molecular_function";"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
"GO:0016720";"YALI1_B13699g";"molecular_function";"delta12-fatty acid dehydrogenase activity"
"GO:0016730";"YALI1_F32312g";"molecular_function";"oxidoreductase activity, acting on iron-sulfur proteins as donors"
"GO:0016740";"YALI1_E26525g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F13550g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F33714g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D17620g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F25614g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F11827g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B04779g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C31830g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C23075g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C30320g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C04143g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B30234g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F25649g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A22440g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A14199g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E25859g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D19321g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E24461g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D34739g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F11956g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F01078g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D26320g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E26513g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F37559g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D02416g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B00448g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F15334g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B15180g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D24225g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E15559g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F06787g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E11402g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D20381g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D20651g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E11370g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E15492g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C23902g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B25107g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B02604g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E33285g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E20995g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E33278g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C06951g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D15744g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A01717g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C18948t";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F19746g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E36913g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A11165g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F30703g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F33572g";"molecular_function";"transferase activity"
"GO:0016746";"YALI1_F20589g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C02152g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E14910g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C31408g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F25771g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D13251g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F24826g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F08562g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B05043g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F04157g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D00909g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C05252g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E27556g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F34105g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_A02682g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D15523g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B07983g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E27504g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C01876g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B27307g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F04211g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E10055g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F39557g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D18943g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B12847g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D14585g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F27716g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B29539g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D10135g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_A08468g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E05599g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D18673g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E35559g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C01338g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E21200g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F22402g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E08104g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B00049g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E00412g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E21513g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E06280g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F34895g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C28879g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_A21409g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E31982g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_A01628g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B05185g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F03842g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F32251g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C00772g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C00209g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D20931g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F21612g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F36552g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C07979g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016747";"YALI1_E07578g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016755";"YALI1_E00680g";"molecular_function";"transferase activity, transferring amino-acyl groups"
"GO:0016757";"YALI1_E10500g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E38308g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D06131g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E15093g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B21618g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E29481g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D07729g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B01428g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D19971g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E15086g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A03837g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E01530g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C08923g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F32363g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E31154g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C13453g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B20378g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E35503g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F38339g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B18012g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C08922g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016758";"YALI1_F37213g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016763";"YALI1_A09553g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016779";"YALI1_B20589g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F05543t";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F06991g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C25257g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_B10263g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F35907g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_D21565g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_B13886g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F20426g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016783";"YALI1_B13886g";"molecular_function";"sulfurtransferase activity"
"GO:0016787";"YALI1_A20320g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E08900g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F17302g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B20521g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F29078g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E36641g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C24707g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A03210g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F38756g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E23790g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F11199g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F03948g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D06311g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D20651g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D15696g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A11270g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F06018g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D00703g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E39676g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B12195g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F19047g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F13046g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C23755g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E34015g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E33056g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E18749g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E23899g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E16255g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F36610g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F34083g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E08021g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C09489g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F27929g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E16305g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A15978g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F22883g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D03167g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F29038g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E40394g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F23441g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A11218g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D33105g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F17836g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F14024g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C24660g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E37982g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E37026g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B19348g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E13637g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F33603g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B05971g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E30014g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B09299g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E40282g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A11439g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B22015g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C33071g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C00913g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E40754g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F24881g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E40467g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D01066g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F16656g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F36127g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E08782g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F34387g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C33100g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D26467g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E03439g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C23511g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E17258g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A05052g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E09155g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E34525g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D32424g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C06917g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E02574g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B05522g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A11506g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E02948g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F21261g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E22262g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F12330g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E01286g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D30058g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D07427g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D34149g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A17419g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F10774g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A02461g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D31402g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E01235g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C29983g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B15521g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B24335g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D18555g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C01789g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D09996g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D03061g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A01766g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C30187g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D30941g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D12626g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E13755g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E39934g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C11925g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B05832g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B05364g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D29831g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E00510g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E32332g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D22157g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E37040g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E32269g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F10688g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E03163g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E37956g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B15852g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F26793g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E10951g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A20558g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A17289g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B29505g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B17050g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C16150g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B18687g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E37939g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C11715g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B06264g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E02317g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F09361g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B18451g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E41569g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C28963g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B20153g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F15961g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A13555g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B08978g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F02047g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D16864g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A18133g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C21682g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F39603g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B15072g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A13845g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A09166g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D31719g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F07181g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C30795g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F09695g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A04462g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E20467g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D32663g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D30097g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E11048g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F37828g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E07178g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F38191g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F39128g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F25164g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D12252g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F27574g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C33270g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F28744g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B18854g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C25190g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F24173g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B01698g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D12056g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E03396g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B15509g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A21345g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A12099g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C21789g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C29618g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A04178g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C17988g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E32664g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F28146g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B16022g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D12790g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B11853g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E20995g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B19323g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D18475g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E30173g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A20353g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D20886g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B28053g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E04968g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A13200g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D10812g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F03973g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E02529g";"molecular_function";"hydrolase activity"
