"gene.sets";"genes";"Level";"Term"
"GO:0000122";"YALI1_E18081g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_C09885g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_C15398g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_D12964g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_F08745g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_E19494g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_A07730g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_D05019g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_B03404g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_E18303g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000122";"YALI1_E09972g";"biological_process";"negative regulation of transcription by RNA polymerase II"
"GO:0000124";"YALI1_E37792g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E17141g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E25490g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_C06870g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_C05372g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_F33587g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E03416g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_C07199g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E21430g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_C02831g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E27243g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E38056g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_A14390g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_E28170g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_C04389g";"cellular_component";"SAGA complex"
"GO:0000124";"YALI1_C19840g";"cellular_component";"SAGA complex"
"GO:0000126";"YALI1_E23223g";"cellular_component";"transcription factor TFIIIB complex"
"GO:0000126";"YALI1_E28599g";"cellular_component";"transcription factor TFIIIB complex"
"GO:0000126";"YALI1_B29977g";"cellular_component";"transcription factor TFIIIB complex"
"GO:0000127";"YALI1_C30614g";"cellular_component";"transcription factor TFIIIC complex"
"GO:0000127";"YALI1_C25288g";"cellular_component";"transcription factor TFIIIC complex"
"GO:0000127";"YALI1_E04229g";"cellular_component";"transcription factor TFIIIC complex"
"GO:0000127";"YALI1_B00525g";"cellular_component";"transcription factor TFIIIC complex"
"GO:0000127";"YALI1_E17613g";"cellular_component";"transcription factor TFIIIC complex"
"GO:0000128";"YALI1_B00383g";"biological_process";"flocculation"
"GO:0000131";"YALI1_E30639g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_D30506g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_D01345g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_B20717g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_D01094g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_F34236g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_C29141g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_D35768g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_E27161g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_D13611g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_E27207g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_F00894g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_D31274g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_F30395g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_F22241g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_F17836g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_E40467g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_B18190g";"cellular_component";"incipient cellular bud site"
"GO:0000131";"YALI1_B29742g";"cellular_component";"incipient cellular bud site"
"GO:0000132";"YALI1_F28967g";"biological_process";"establishment of mitotic spindle orientation"
"GO:0000132";"YALI1_B01552g";"biological_process";"establishment of mitotic spindle orientation"
"GO:0000132";"YALI1_E38608g";"biological_process";"establishment of mitotic spindle orientation"
"GO:0000132";"YALI1_A21550g";"biological_process";"establishment of mitotic spindle orientation"
"GO:0000132";"YALI1_B27837g";"biological_process";"establishment of mitotic spindle orientation"
"GO:0000132";"YALI1_D02362g";"biological_process";"establishment of mitotic spindle orientation"
"GO:0000133";"YALI1_B29742g";"cellular_component";"polarisome"
"GO:0000136";"YALI1_E02799g";"cellular_component";"mannan polymerase complex"
"GO:0000136";"YALI1_B16477g";"cellular_component";"mannan polymerase complex"
"GO:0000136";"YALI1_F10633g";"cellular_component";"mannan polymerase complex"
"GO:0000136";"YALI1_F23157g";"cellular_component";"mannan polymerase complex"
"GO:0000136";"YALI1_C05264g";"cellular_component";"mannan polymerase complex"
"GO:0000137";"YALI1_B09279g";"cellular_component";"Golgi cis cisterna"
"GO:0000138";"YALI1_E06119g";"cellular_component";"Golgi trans cisterna"
"GO:0000138";"YALI1_E18895g";"cellular_component";"Golgi trans cisterna"
"GO:0000139";"YALI1_B09279g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_B27280g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E23691g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D30224g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D00747g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E35503g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F21974g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D10424g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E11674g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E15093g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D04533g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E18242g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E24797g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D05633g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F17709g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E16501g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_A01794g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E07535g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F30852g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F39272g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F08170g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E15086g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C11100g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C23989g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E20269g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D25851g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E25761g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E38593g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E26205g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F04895g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F03693g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D04936g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E19138g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D25472g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C16378g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F28833g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C30119g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E34708g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F01838g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E01530g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D04432g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_E30725g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F37100g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D27339g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F11729g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C25093g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D30653g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F07938g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D27762g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F25485g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C22835g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_D01960g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_F15311g";"cellular_component";"Golgi membrane"
"GO:0000139";"YALI1_C30130g";"cellular_component";"Golgi membrane"
"GO:0000142";"YALI1_D13611g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_D10600g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_E06178g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_D14725g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_F17836g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_B13828g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_B10032g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_F34397g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000142";"YALI1_E04033g";"cellular_component";"cellular bud neck contractile ring"
"GO:0000144";"YALI1_B20378g";"cellular_component";"cellular bud neck septin ring"
"GO:0000144";"YALI1_D02362g";"cellular_component";"cellular bud neck septin ring"
"GO:0000144";"YALI1_D30506g";"cellular_component";"cellular bud neck septin ring"
"GO:0000144";"YALI1_E21097g";"cellular_component";"cellular bud neck septin ring"
"GO:0000144";"YALI1_D35768g";"cellular_component";"cellular bud neck septin ring"
"GO:0000144";"YALI1_F34236g";"cellular_component";"cellular bud neck septin ring"
"GO:0000144";"YALI1_C29141g";"cellular_component";"cellular bud neck septin ring"
"GO:0000145";"YALI1_C16653g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_F28633g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_C02188g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_A19989g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_F17383g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_B25017g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_D10886g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_C22944g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_F14793g";"cellular_component";"exocyst"
"GO:0000145";"YALI1_E40032g";"cellular_component";"exocyst"
"GO:0000146";"YALI1_E00510g";"molecular_function";"microfilament motor activity"
"GO:0000146";"YALI1_E02529g";"molecular_function";"microfilament motor activity"
"GO:0000147";"YALI1_A06672g";"biological_process";"actin cortical patch assembly"
"GO:0000147";"YALI1_E02529g";"biological_process";"actin cortical patch assembly"
"GO:0000147";"YALI1_D18623g";"biological_process";"actin cortical patch assembly"
"GO:0000147";"YALI1_E27041g";"biological_process";"actin cortical patch assembly"
"GO:0000147";"YALI1_D18646g";"biological_process";"actin cortical patch assembly"
"GO:0000147";"YALI1_C30884g";"biological_process";"actin cortical patch assembly"
"GO:0000148";"YALI1_E25018g";"cellular_component";"1,3-beta-D-glucan synthase complex"
"GO:0000148";"YALI1_E27161g";"cellular_component";"1,3-beta-D-glucan synthase complex"
"GO:0000148";"YALI1_D01094g";"cellular_component";"1,3-beta-D-glucan synthase complex"
"GO:0000148";"YALI1_C01944g";"cellular_component";"1,3-beta-D-glucan synthase complex"
"GO:0000149";"YALI1_D10886g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E36395g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_D10424g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_B17105g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_F39272g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E17377g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E22265g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_C23989g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E39306g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_C23504g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E14604g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E27383g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E21203g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_B12917g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_D34232g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_B03335g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_B07843g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_C30653g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_F07938g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_E17069g";"molecular_function";"SNARE binding"
"GO:0000149";"YALI1_B14441g";"molecular_function";"SNARE binding"
"GO:0000150";"YALI1_D17051g";"molecular_function";"recombinase activity"
"GO:0000150";"YALI1_F20820g";"molecular_function";"recombinase activity"
"GO:0000150";"YALI1_F14024g";"molecular_function";"recombinase activity"
"GO:0000150";"YALI1_E20635g";"molecular_function";"recombinase activity"
"GO:0000151";"YALI1_F33594g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_B05185g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_E21513g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_C28879g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_F24826g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_E41110g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_D15523g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_D18673g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_E34745g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_D14400g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_F34895g";"cellular_component";"ubiquitin ligase complex"
"GO:0000151";"YALI1_D12760g";"cellular_component";"ubiquitin ligase complex"
"GO:0000153";"YALI1_E29137g";"cellular_component";"cytoplasmic ubiquitin ligase complex"
"GO:0000154";"YALI1_F35656g";"biological_process";"rRNA modification"
"GO:0000155";"YALI1_B20634g";"molecular_function";"phosphorelay sensor kinase activity"
"GO:0000155";"YALI1_C29447g";"molecular_function";"phosphorelay sensor kinase activity"
"GO:0000155";"YALI1_E03789g";"molecular_function";"phosphorelay sensor kinase activity"
"GO:0000155";"YALI1_F12254g";"molecular_function";"phosphorelay sensor kinase activity"
"GO:0000156";"YALI1_D17710g";"molecular_function";"phosphorelay response regulator activity"
